,GalaxyId,Q4
0,100008,0
1,100023,0
2,100053,1
3,100078,0
4,100090,0
5,100122,1
6,100123,1
7,100128,1
8,100134,0
9,100143,0
10,100150,1
11,100157,1
12,100187,1
13,100204,1
14,100237,0
15,100259,1
16,100263,1
17,100288,1
18,100295,1
19,100322,1
20,100335,0
21,100367,0
22,100380,0
23,100382,0
24,100383,0
25,100402,1
26,100428,1
27,100434,1
28,100444,1
29,100445,1
30,100458,1
31,100474,1
32,100479,0
33,100506,1
34,100513,1
35,100520,1
36,100541,1
37,100561,1
38,100571,1
39,100601,1
40,100623,1
41,100672,1
42,100673,0
43,100724,1
44,100727,0
45,100730,1
46,100740,1
47,100744,1
48,100765,0
49,100774,1
50,100801,0
51,100813,0
52,100821,0
53,100822,0
54,100836,0
55,100852,0
56,100859,0
57,100861,1
58,100867,1
59,100887,0
60,100894,1
61,100938,0
62,100951,0
63,100986,0
64,101007,0
65,101061,1
66,101074,0
67,101092,1
68,101127,1
69,101133,0
70,101135,0
71,101140,0
72,101151,1
73,101164,1
74,101166,0
75,101181,0
76,101232,0
77,101239,1
78,101244,0
79,101246,1
80,101247,0
81,101251,0
82,101275,0
83,101283,1
84,101286,0
85,101290,1
86,101291,1
87,101296,1
88,101298,0
89,101306,1
90,101307,0
91,101315,0
92,101324,0
93,101325,0
94,101355,1
95,101358,1
96,101371,1
97,101374,0
98,101375,1
99,101427,1
100,101469,0
101,101493,1
102,101501,1
103,101502,1
104,101518,1
105,101538,1
106,101548,0
107,101549,0
108,101563,1
109,101564,0
110,101572,1
111,101589,1
112,101591,1
113,101595,1
114,101597,0
115,101599,1
116,101623,1
117,101627,1
118,101651,1
119,101654,1
120,101660,1
121,101666,1
122,101685,0
123,101695,1
124,101701,1
125,101718,0
126,101754,1
127,101756,0
128,101762,1
129,101774,0
130,101787,0
131,101788,1
132,101798,1
133,101804,0
134,101807,0
135,101816,1
136,101848,1
137,101854,0
138,101858,1
139,101875,1
140,101893,0
141,101941,1
142,101943,1
143,101955,0
144,101971,1
145,101980,1
146,101991,0
147,101995,0
148,101997,1
149,102000,1
150,102015,1
151,102021,0
152,102027,0
153,102040,0
154,102046,0
155,102047,1
156,102113,1
157,102115,0
158,102159,1
159,102174,0
160,102176,0
161,102182,0
162,102243,0
163,102260,0
164,102271,1
165,102295,0
166,102328,0
167,102347,1
168,102371,0
169,102391,0
170,102402,0
171,102406,1
172,102407,0
173,102422,0
174,102433,0
175,102471,0
176,102474,0
177,102481,1
178,102513,1
179,102556,1
180,102595,1
181,102602,1
182,102616,1
183,102642,1
184,102649,1
185,102657,1
186,102699,1
187,102701,0
188,102729,0
189,102731,1
190,102735,0
191,102742,0
192,102743,1
193,102765,0
194,102770,1
195,102799,1
196,102804,1
197,102808,1
198,102812,1
199,102822,1
200,102834,0
201,102839,1
202,102843,0
203,102863,0
204,102871,1
205,102874,1
206,102919,1
207,102928,1
208,102933,1
209,102964,0
210,102974,1
211,102977,1
212,102982,0
213,102990,0
214,102998,1
215,103019,0
216,103037,0
217,103040,0
218,103072,1
219,103075,0
220,103132,1
221,103159,0
222,103167,1
223,103191,1
224,103224,1
225,103233,1
226,103246,1
227,103255,1
228,103260,1
229,103318,1
230,103323,0
231,103348,1
232,103353,1
233,103354,0
234,103356,0
235,103373,1
236,103386,1
237,103393,0
238,103444,1
239,103445,0
240,103491,1
241,103500,1
242,103503,1
243,103520,1
244,103523,1
245,103533,0
246,103547,0
247,103561,0
248,103577,1
249,103592,1
250,103610,1
251,103626,1
252,103645,1
253,103646,0
254,103707,0
255,103718,0
256,103731,1
257,103750,1
258,103751,1
259,103754,1
260,103758,1
261,103769,1
262,103787,0
263,103818,0
264,103819,1
265,103824,0
266,103882,1
267,103900,0
268,103902,1
269,103904,1
270,103907,1
271,103950,0
272,103955,1
273,103974,1
274,103979,0
275,103999,1
276,104001,0
277,104008,1
278,104020,0
279,104040,0
280,104041,1
281,104096,0
282,104110,1
283,104131,1
284,104141,1
285,104143,1
286,104159,0
287,104173,1
288,104196,0
289,104212,1
290,104216,1
291,104222,1
292,104234,0
293,104243,1
294,104253,1
295,104267,0
