,GalaxyId,Q8
0,100008,1
1,100023,2
2,100053,0
3,100078,5
4,100090,5
5,100122,3
6,100123,5
7,100128,4
8,100134,3
9,100143,5
10,100150,2
11,100157,3
12,100187,0
13,100204,4
14,100237,4
15,100259,0
16,100263,5
17,100288,4
18,100295,2
19,100322,0
20,100335,3
21,100367,5
22,100380,2
23,100382,3
24,100383,0
25,100402,0
26,100428,2
27,100434,1
28,100444,4
29,100445,0
30,100458,5
31,100474,5
32,100479,2
33,100506,4
34,100513,5
35,100520,5
36,100541,4
37,100561,5
38,100571,4
39,100601,2
40,100623,0
41,100672,1
42,100673,4
43,100724,0
44,100727,1
45,100730,4
46,100740,4
47,100744,4
48,100765,3
49,100774,4
50,100801,3
51,100813,0
52,100821,3
53,100822,0
54,100836,1
55,100852,4
56,100859,3
57,100861,4
58,100867,3
59,100887,4
60,100894,4
61,100938,4
62,100951,0
63,100986,0
64,101007,3
65,101061,2
66,101074,5
67,101092,1
68,101127,6
69,101133,4
70,101135,6
71,101140,0
72,101151,4
73,101164,2
74,101166,3
75,101181,2
76,101232,4
77,101239,4
78,101244,3
79,101246,4
80,101247,2
81,101251,2
82,101275,1
83,101283,1
84,101286,4
85,101290,3
86,101291,1
87,101296,0
88,101298,2
89,101306,5
90,101307,3
91,101315,4
92,101324,4
93,101325,4
94,101355,6
95,101358,2
96,101371,4
97,101374,5
98,101375,3
99,101427,0
100,101469,4
101,101493,4
102,101501,3
103,101502,4
104,101518,5
105,101538,4
106,101548,2
107,101549,5
108,101563,4
109,101564,1
110,101572,0
111,101589,2
112,101591,4
113,101595,2
114,101597,5
115,101599,4
116,101623,0
117,101627,4
118,101651,4
119,101654,5
120,101660,6
121,101666,4
122,101685,0
123,101695,2
124,101701,3
125,101718,3
126,101754,1
127,101756,0
128,101762,0
129,101774,3
130,101787,4
131,101788,2
132,101798,0
133,101804,3
134,101807,4
135,101816,0
136,101848,2
137,101854,3
138,101858,1
139,101875,2
140,101893,6
141,101941,2
142,101943,4
143,101955,4
144,101971,1
145,101980,4
146,101991,3
147,101995,2
148,101997,4
149,102000,4
150,102015,4
151,102021,4
152,102027,6
153,102040,4
154,102046,0
155,102047,0
156,102113,4
157,102115,2
158,102159,3
159,102174,3
160,102176,4
161,102182,1
162,102243,5
163,102260,5
164,102271,4
165,102295,4
166,102328,2
167,102347,5
168,102371,0
169,102391,3
170,102402,4
171,102406,0
172,102407,2
173,102422,2
174,102433,0
175,102471,0
176,102474,5
177,102481,2
178,102513,0
179,102556,0
180,102595,0
181,102602,0
182,102616,4
183,102642,0
184,102649,2
185,102657,3
186,102699,3
187,102701,0
188,102729,0
189,102731,4
190,102735,3
191,102742,0
192,102743,1
193,102765,5
194,102770,4
195,102799,4
196,102804,1
197,102808,3
198,102812,4
199,102822,2
200,102834,4
201,102839,2
202,102843,0
203,102863,2
204,102871,4
205,102874,4
206,102919,0
207,102928,4
208,102933,4
209,102964,6
210,102974,2
211,102977,0
212,102982,2
213,102990,0
214,102998,5
215,103019,3
216,103037,3
217,103040,2
218,103072,3
219,103075,1
220,103132,2
221,103159,2
222,103167,5
223,103191,4
224,103224,0
225,103233,4
226,103246,4
227,103255,4
228,103260,0
229,103318,3
230,103323,0
231,103348,4
232,103353,2
233,103354,4
234,103356,2
235,103373,3
236,103386,3
237,103393,5
238,103444,0
239,103445,0
240,103491,5
241,103500,4
242,103503,4
243,103520,3
244,103523,0
245,103533,4
246,103547,0
247,103561,4
248,103577,0
249,103592,3
250,103610,0
251,103626,4
252,103645,2
253,103646,4
254,103707,2
255,103718,4
256,103731,1
257,103750,0
258,103751,0
259,103754,5
260,103758,2
261,103769,0
262,103787,2
263,103818,2
264,103819,0
265,103824,1
266,103882,4
267,103900,5
268,103902,0
269,103904,0
270,103907,4
271,103950,0
272,103955,1
273,103974,0
274,103979,2
275,103999,0
276,104001,3
277,104008,5
278,104020,3
279,104040,3
280,104041,2
281,104096,4
282,104110,0
283,104131,0
284,104141,5
285,104143,4
286,104159,4
287,104173,6
288,104196,2
289,104212,0
290,104216,3
291,104222,0
292,104234,2
293,104243,4
294,104253,0
295,104267,2
296,104268,5
297,104279,4
298,104281,4
299,104287,4
300,104310,3
301,104314,3
302,104317,2
303,104354,3
304,104365,0
305,104387,0
306,104389,5
307,104398,2
308,104414,4
309,104420,4
310,104422,4
311,104440,4
312,104460,4
313,104478,3
314,104516,0
315,104536,0
316,104540,1
317,104589,2
318,104602,2
319,104608,0
320,104610,2
321,104611,4
322,104612,4
323,104624,0
324,104703,1
325,104709,0
326,104721,3
327,104723,5
328,104751,4
329,104764,3
330,104769,2
331,104784,2
332,104788,2
333,104819,0
334,104830,0
335,104920,5
336,104929,3
337,104934,4
338,104962,0
339,104977,4
340,104988,4
341,104991,4
342,105009,0
343,105014,0
344,105020,5
345,105028,3
346,105056,0
347,105069,4
348,105070,4
349,105082,0
350,105088,3
351,105092,1
352,105117,3
353,105165,4
354,105201,0
355,105216,1
356,105218,4
357,105221,3
358,105257,0
359,105258,4
360,105279,1
361,105314,0
362,105331,4
363,105334,0
364,105354,2
365,105364,2
366,105365,2
367,105381,6
368,105417,2
369,105447,5
370,105459,3
371,105497,4
372,105500,3
373,105507,4
374,105513,0
375,105529,0
376,105539,0
377,105541,2
378,105572,2
379,105576,2
380,105581,1
381,105613,3
382,105631,0
383,105648,2
384,105653,0
385,105700,0
386,105743,5
387,105755,4
388,105757,2
389,105758,2
390,105762,2
391,105764,4
392,105772,2
393,105774,0
394,105787,2
395,105797,0
396,105846,0
397,105868,4
398,105870,2
399,105879,1
400,105881,0
401,105900,2
402,105902,2
403,105925,2
404,105940,2
405,105973,0
406,105983,0
407,105984,0
408,105986,3
409,105991,3
410,106000,4
411,106018,2
412,106028,2
413,106039,0
414,106040,5
415,106044,1
416,106049,5
417,106059,4
418,106079,3
419,106105,2
420,106124,4
421,106147,3
422,106165,4
423,106170,4
424,106176,3
425,106199,2
426,106205,0
427,106206,4
428,106230,2
429,106263,0
430,106275,2
431,106298,4
432,106355,0
433,106357,3
434,106388,4
435,106390,4
436,106409,2
437,106429,0
438,106432,4
439,106463,4
440,106471,4
441,106499,0
442,106514,0
443,106544,4
444,106612,2
445,106621,4
446,106646,4
447,106652,4
448,106664,3
449,106670,2
450,106689,0
451,106694,4
452,106705,4
453,106725,4
454,106739,5
455,106749,4
456,106773,0
457,106777,2
458,106781,4
459,106784,3
460,106788,2
461,106800,4
462,106803,0
463,106812,3
464,106819,0
465,106829,4
466,106841,1
467,106882,0
468,106885,2
469,106886,0
470,106896,4
471,106919,0
472,106923,5
473,106931,2
474,106944,4
475,106973,0
476,106986,4
477,107012,3
478,107019,0
479,107055,2
480,107064,3
481,107084,3
482,107106,0
483,107117,1
484,107143,2
485,107159,4
486,107193,4
487,107197,4
488,107202,4
489,107229,3
490,107231,2
491,107261,0
492,107268,4
493,107272,4
494,107290,0
495,107298,4
496,107314,6
497,107355,3
498,107374,3
499,107379,0
500,107383,5
501,107388,2
502,107394,4
503,107403,4
504,107406,2
505,107415,5
506,107422,4
507,107434,0
508,107435,2
509,107454,4
510,107461,0
511,107466,0
512,107480,2
513,107496,5
514,107510,4
515,107517,3
516,107521,3
517,107524,2
518,107527,0
519,107539,0
520,107553,0
521,107555,2
522,107559,5
523,107560,4
524,107562,3
525,107563,0
526,107573,4
527,107576,0
528,107583,0
529,107593,4
530,107597,4
531,107606,2
532,107608,0
533,107610,4
534,107613,1
535,107616,2
536,107619,4
537,107627,3
538,107629,3
539,107631,3
540,107660,0
541,107688,0
542,107692,2
543,107709,4
544,107720,6
545,107736,2
546,107745,4
547,107747,1
548,107794,4
549,107810,0
550,107823,2
551,107828,5
552,107831,0
553,107849,4
554,107859,3
555,107888,2
556,107943,0
557,107946,0
558,107951,3
559,107954,2
560,107961,3
561,107966,4
562,107967,4
563,107972,0
564,107975,0
565,107985,4
566,107987,3
567,108012,0
568,108017,4
569,108038,0
570,108041,4
571,108051,2
572,108066,2
573,108088,2
574,108103,4
575,108105,0
576,108111,0
577,108146,4
578,108160,1
579,108182,4
580,108195,4
581,108207,4
582,108225,2
583,108251,2
584,108272,0
585,108305,2
