,GalaxyId,Q11
0,100008,5
1,100023,1
2,100053,0
3,100078,0
4,100090,0
5,100122,0
6,100123,0
7,100128,0
8,100134,5
9,100143,0
10,100150,0
11,100157,5
12,100187,5
13,100204,1
14,100237,1
15,100259,5
16,100263,5
17,100288,0
18,100295,0
19,100322,0
20,100335,0
21,100367,1
22,100380,1
23,100382,5
24,100383,0
25,100402,0
26,100428,0
27,100434,0
28,100444,0
29,100445,5
30,100458,0
31,100474,0
32,100479,5
33,100506,1
34,100513,0
35,100520,1
36,100541,0
37,100561,5
38,100571,0
39,100601,0
40,100623,0
41,100672,0
42,100673,4
43,100724,0
44,100727,1
45,100730,3
46,100740,0
47,100744,0
48,100765,1
49,100774,0
50,100801,5
51,100813,1
52,100821,5
53,100822,5
54,100836,0
55,100852,5
56,100859,1
57,100861,0
58,100867,0
59,100887,1
60,100894,5
61,100938,5
62,100951,5
63,100986,0
64,101007,5
65,101061,0
66,101074,1
67,101092,0
68,101127,0
69,101133,0
70,101135,0
71,101140,1
72,101151,0
73,101164,0
74,101166,1
75,101181,0
76,101232,0
77,101239,0
78,101244,1
79,101246,0
80,101247,5
81,101251,0
82,101275,1
83,101283,5
84,101286,1
85,101290,0
86,101291,0
87,101296,0
88,101298,1
89,101306,5
90,101307,1
91,101315,1
92,101324,5
93,101325,5
94,101355,0
95,101358,5
96,101371,0
97,101374,0
98,101375,5
99,101427,5
100,101469,5
101,101493,5
102,101501,5
103,101502,0
104,101518,0
105,101538,0
106,101548,5
107,101549,1
108,101563,0
109,101564,5
110,101572,0
111,101589,1
112,101591,0
113,101595,0
114,101597,0
115,101599,0
116,101623,0
117,101627,0
118,101651,0
119,101654,0
120,101660,5
121,101666,5
122,101685,5
123,101695,0
124,101701,0
125,101718,1
126,101754,0
127,101756,1
128,101762,0
129,101774,3
130,101787,1
131,101788,0
132,101798,5
133,101804,5
134,101807,1
135,101816,0
136,101848,0
137,101854,0
138,101858,0
139,101875,0
140,101893,0
141,101941,5
142,101943,0
143,101955,1
144,101971,0
145,101980,0
146,101991,5
147,101995,5
148,101997,0
149,102000,0
150,102015,0
151,102021,0
152,102027,1
153,102040,5
154,102046,1
155,102047,0
156,102113,5
157,102115,5
158,102159,5
159,102174,1
160,102176,3
161,102182,0
162,102243,1
163,102260,0
164,102271,5
165,102295,5
166,102328,2
167,102347,5
168,102371,5
169,102391,0
170,102402,1
171,102406,5
172,102407,1
173,102422,2
174,102433,2
175,102471,5
176,102474,1
177,102481,0
178,102513,0
179,102556,5
180,102595,5
181,102602,0
182,102616,0
183,102642,0
184,102649,5
185,102657,2
186,102699,5
187,102701,5
188,102729,1
189,102731,0
190,102735,1
191,102742,5
192,102743,0
193,102765,1
194,102770,0
195,102799,5
196,102804,5
197,102808,0
198,102812,0
199,102822,0
200,102834,1
201,102839,0
202,102843,5
203,102863,5
204,102871,0
205,102874,0
206,102919,5
207,102928,0
208,102933,0
209,102964,5
210,102974,0
211,102977,1
212,102982,5
213,102990,4
214,102998,0
215,103019,5
216,103037,5
217,103040,0
218,103072,0
219,103075,1
220,103132,0
221,103159,1
222,103167,5
223,103191,0
224,103224,0
225,103233,0
226,103246,1
227,103255,4
228,103260,0
229,103318,5
230,103323,5
231,103348,0
232,103353,0
233,103354,5
234,103356,2
235,103373,5
236,103386,5
237,103393,5
238,103444,0
239,103445,1
240,103491,1
241,103500,0
242,103503,5
243,103520,5
244,103523,0
245,103533,1
246,103547,4
247,103561,1
248,103577,0
249,103592,0
250,103610,0
251,103626,0
252,103645,0
253,103646,5
254,103707,0
255,103718,1
256,103731,0
257,103750,1
258,103751,5
259,103754,1
260,103758,0
261,103769,5
262,103787,0
263,103818,1
264,103819,0
265,103824,5
266,103882,4
267,103900,5
268,103902,0
269,103904,0
270,103907,4
271,103950,2
272,103955,0
273,103974,0
274,103979,5
275,103999,5
276,104001,0
277,104008,0
278,104020,1
279,104040,1
280,104041,0
281,104096,0
282,104110,0
283,104131,1
284,104141,0
285,104143,0
286,104159,0
287,104173,0
288,104196,5
289,104212,0
290,104216,0
291,104222,5
292,104234,5
293,104243,0
294,104253,0
295,104267,0
296,104268,1
297,104279,1
298,104281,0
299,104287,0
300,104310,1
301,104314,1
302,104317,5
303,104354,0
304,104365,5
305,104387,1
306,104389,1
307,104398,0
308,104414,0
309,104420,2
310,104422,5
311,104440,0
312,104460,0
313,104478,5
314,104516,0
315,104536,1
316,104540,5
317,104589,1
318,104602,0
319,104608,1
320,104610,5
321,104611,0
322,104612,0
323,104624,1
324,104703,0
325,104709,5
326,104721,5
327,104723,0
328,104751,2
329,104764,0
330,104769,1
331,104784,1
332,104788,1
333,104819,1
334,104830,5
335,104920,0
336,104929,5
337,104934,4
338,104962,0
339,104977,0
340,104988,0
341,104991,0
342,105009,1
343,105014,5
344,105020,0
345,105028,1
346,105056,5
347,105069,3
348,105070,5
349,105082,0
350,105088,0
351,105092,0
352,105117,5
353,105165,0
354,105201,4
355,105216,5
356,105218,1
357,105221,1
358,105257,1
359,105258,0
360,105279,5
361,105314,5
362,105331,5
363,105334,0
364,105354,0
365,105364,2
366,105365,5
367,105381,0
368,105417,1
369,105447,0
370,105459,0
371,105497,1
372,105500,0
373,105507,0
374,105513,5
375,105529,1
376,105539,5
377,105541,1
378,105572,1
379,105576,5
380,105581,0
381,105613,1
382,105631,1
383,105648,5
384,105653,0
385,105700,1
386,105743,0
387,105755,0
388,105757,0
389,105758,5
390,105762,0
391,105764,0
392,105772,4
393,105774,0
394,105787,5
395,105797,0
396,105846,5
397,105868,0
398,105870,0
399,105879,5
400,105881,5
401,105900,0
402,105902,5
403,105925,1
404,105940,5
405,105973,1
406,105983,5
407,105984,0
408,105986,1
409,105991,0
410,106000,2
411,106018,1
412,106028,5
413,106039,5
414,106040,0
415,106044,0
416,106049,5
417,106059,0
418,106079,5
419,106105,0
420,106124,1
421,106147,5
422,106165,5
423,106170,0
424,106176,0
425,106199,0
426,106205,5
427,106206,0
428,106230,0
429,106263,5
430,106275,5
431,106298,0
432,106355,1
433,106357,5
434,106388,0
435,106390,5
436,106409,5
437,106429,0
438,106432,0
439,106463,1
440,106471,5
441,106499,0
442,106514,0
443,106544,5
444,106612,1
445,106621,1
446,106646,0
447,106652,5
448,106664,1
449,106670,0
450,106689,0
451,106694,0
452,106705,2
453,106725,0
454,106739,5
455,106749,0
456,106773,0
457,106777,1
458,106781,0
459,106784,5
460,106788,0
461,106800,0
462,106803,0
463,106812,0
464,106819,5
465,106829,0
466,106841,0
467,106882,5
468,106885,5
469,106886,5
470,106896,0
471,106919,5
472,106923,5
473,106931,5
474,106944,1
475,106973,0
476,106986,5
477,107012,2
478,107019,5
479,107055,0
480,107064,0
481,107084,2
482,107106,0
483,107117,0
484,107143,0
485,107159,5
486,107193,0
487,107197,0
488,107202,1
489,107229,1
490,107231,5
491,107261,0
492,107268,1
493,107272,0
494,107290,0
495,107298,0
496,107314,0
497,107355,1
498,107374,2
499,107379,1
500,107383,1
501,107388,0
502,107394,0
503,107403,0
504,107406,5
505,107415,0
506,107422,5
507,107434,5
508,107435,0
509,107454,0
510,107461,5
511,107466,5
512,107480,0
513,107496,5
514,107510,0
515,107517,1
516,107521,0
517,107524,1
518,107527,5
519,107539,5
520,107553,0
521,107555,1
522,107559,0
523,107560,1
524,107562,1
525,107563,5
526,107573,0
527,107576,0
528,107583,0
529,107593,5
530,107597,0
531,107606,1
532,107608,0
533,107610,5
534,107613,0
535,107616,5
536,107619,0
537,107627,1
538,107629,1
539,107631,1
540,107660,5
541,107688,0
542,107692,0
543,107709,5
544,107720,0
545,107736,0
546,107745,1
547,107747,5
548,107794,0
549,107810,0
550,107823,0
551,107828,0
552,107831,3
553,107849,0
554,107859,0
555,107888,5
556,107943,5
557,107946,0
558,107951,1
559,107954,1
560,107961,1
561,107966,0
562,107967,0
563,107972,5
564,107975,0
565,107985,0
566,107987,0
567,108012,5
568,108017,0
569,108038,1
570,108041,4
571,108051,5
572,108066,0
573,108088,0
574,108103,0
575,108105,3
576,108111,2
577,108146,5
578,108160,1
579,108182,0
580,108195,0
581,108207,0
582,108225,1
583,108251,1
584,108272,1
585,108305,0
586,108326,1
587,108481,0
588,108497,5
589,108507,0
590,108545,5
591,108551,0
592,108574,1
593,108580,5
594,108584,0
595,108601,5
596,108608,1
597,108624,0
598,108642,5
599,108645,0
600,108649,5
601,108661,0
602,108672,0
603,108692,4
604,108715,0
605,108717,0
606,108742,1
607,108757,0
608,108764,1
609,108772,2
610,108779,5
611,108786,5
612,108914,0
613,108917,4
614,108920,5
615,108928,0
616,108929,1
617,108947,5
618,108952,0
619,108959,0
620,108961,5
621,108979,0
622,108985,4
623,108988,0
624,108991,5
625,108994,5
626,109011,1
627,109033,0
628,109074,5
629,109083,1
630,109096,5
631,109098,0
632,109112,5
633,109124,0
634,109127,0
635,109132,1
636,109135,5
637,109155,0
638,109180,5
639,109215,0
640,109255,0
641,109266,5
642,109282,0
643,109292,5
644,109330,5
645,109333,0
646,109360,1
647,109361,5
648,109366,1
649,109380,5
650,109402,0
651,109404,4
652,109414,5
653,109422,5
654,109449,0
655,109509,5
656,109529,0
657,109568,1
658,109595,5
659,109623,0
660,109629,1
661,109630,0
662,109682,0
663,109688,1
664,109699,5
665,109715,5
666,109718,0
667,109727,1
668,109740,0
669,109744,1
670,109750,0
671,109772,1
672,109780,5
673,109827,5
674,109868,1
675,109879,0
676,109885,5
677,109888,5
678,109946,1
679,109977,4
680,110034,0
681,110063,0
682,110074,5
683,110076,0
684,110109,1
685,110118,0
686,110121,0
687,110129,0
688,110139,5
689,110149,2
690,110178,0
691,110195,0
692,110217,1
693,110250,0
694,110285,1
695,110306,0
696,110313,0
697,110339,1
698,110348,5
699,110349,0
700,110364,0
701,110370,0
702,110375,0
703,110384,0
704,110388,0
705,110389,0
706,110404,5
707,110411,0
708,110429,0
709,110465,1
710,110466,0
711,110480,0
712,110521,0
713,110528,5
714,110538,0
715,110566,1
716,110596,1
717,110619,5
718,110633,2
719,110636,5
720,110676,5
721,110678,0
722,110695,5
723,110707,5
724,110710,5
725,110713,1
726,110719,1
727,110746,2
728,110763,5
729,110789,5
730,110805,0
731,110808,0
732,110821,0
733,110837,1
734,110844,5
735,110858,0
736,110887,5
737,110923,0
738,110964,1
739,110966,1
740,111022,1
741,111038,1
742,111121,5
743,111123,5
744,111125,0
745,111141,1
746,111142,0
747,111149,5
748,111175,2
749,111182,0
750,111207,0
751,111223,0
752,111240,0
753,111245,0
754,111259,2
755,111266,5
756,111274,0
757,111286,5
758,111298,0
759,111302,5
760,111305,1
761,111312,0
762,111383,0
763,111398,5
764,111399,0
765,111411,5
766,111417,0
767,111428,0
768,111481,0
769,111484,0
770,111491,0
771,111499,0
772,111514,4
773,111534,1
774,111552,2
775,111553,1
776,111597,0
777,111615,1
778,111622,1
779,111658,1
780,111660,0
781,111667,1
782,111681,0
783,111715,5
784,111716,5
785,111725,5
786,111727,0
787,111743,0
788,111753,0
789,111770,5
790,111775,5
791,111791,1
792,111792,5
793,111793,0
794,111799,5
795,111804,0
796,111834,0
797,111839,4
798,111858,1
799,111879,1
800,111882,1
801,111883,5
802,111910,5
803,111924,0
804,111937,5
805,111979,5
806,111980,5
807,112016,0
808,112017,5
809,112034,0
810,112072,5
811,112119,0
812,112122,5
813,112125,1
814,112135,0
815,112148,5
816,112167,0
817,112177,2
818,112188,5
819,112196,5
820,112229,0
821,112245,1
822,112254,5
823,112259,5
824,112263,1
825,112282,5
826,112311,0
827,112314,1
828,112345,5
829,112359,0
830,112404,5
831,112420,1
832,112438,0
833,112444,1
834,112479,5
835,112512,0
836,112518,5
837,112527,5
838,112536,0
839,112538,5
840,112574,0
841,112586,1
842,112592,0
843,112623,1
844,112627,4
845,112628,0
846,112665,1
847,112674,1
848,112678,0
849,112698,5
850,112700,1
851,112726,4
852,112764,5
853,112769,1
854,112814,0
855,112819,0
856,112824,5
857,112826,0
858,112835,1
859,112841,0
860,112843,5
861,112846,0
862,112873,0
863,112918,0
864,112964,5
865,112965,0
866,112988,0
867,112997,1
868,113072,0
869,113102,0
870,113118,5
871,113142,5
872,113149,0
873,113166,0
874,113168,0
875,113196,0
876,113267,5
877,113271,5
878,113279,0
879,113284,5
880,113289,1
881,113303,1
882,113305,0
883,113317,5
884,113322,0
885,113373,5
886,113394,1
887,113402,1
888,113417,0
889,113418,4
890,113420,0
891,113436,0
892,113444,0
893,113452,0
894,113457,0
895,113470,0
896,113475,5
897,113477,5
898,113483,0
899,113509,5
900,113510,1
901,113512,0
902,113516,4
903,113518,0
904,113539,5
905,113553,0
906,113556,0
907,113566,0
908,113567,5
909,113608,5
910,113609,5
911,113617,5
912,113622,0
913,113641,0
914,113655,5
915,113672,5
916,113692,5
917,113746,0
918,113761,0
919,113766,1
920,113779,5
921,113813,0
922,113823,1
923,113828,0
924,113845,5
925,113857,0
926,113858,0
927,113903,0
928,113913,0
929,113940,5
930,113944,5
931,113951,1
932,113965,0
933,113971,5
934,113975,1
935,113987,5
936,113992,0
937,113999,1
938,114000,5
939,114026,1
940,114029,5
941,114046,5
942,114059,5
943,114080,3
944,114117,0
945,114173,0
946,114190,1
947,114191,1
948,114207,5
949,114236,0
950,114240,1
951,114256,1
952,114271,0
953,114289,0
954,114294,0
955,114305,5
956,114319,0
957,114329,5
958,114337,0
959,114354,2
960,114433,5
961,114435,0
962,114457,0
963,114462,0
964,114464,0
965,114502,1
966,114517,2
967,114550,1
968,114570,0
969,114586,5
970,114587,1
971,114588,0
972,114600,0
973,114602,1
974,114620,1
975,114642,5
976,114650,0
977,114654,0
978,114658,1
979,114682,5
980,114688,1
981,114695,5
982,114696,0
983,114741,1
984,114772,2
985,114815,1
986,114863,1
987,114893,5
988,114896,5
989,114898,5
990,114957,1
991,114965,3
992,114966,2
993,114993,0
994,115031,0
995,115033,5
996,115042,5
997,115051,0
998,115073,5
999,115091,5
1000,115094,0
1001,115102,5
1002,115106,0
1003,115109,0
1004,115114,0
1005,115126,1
1006,115132,5
1007,115143,1
1008,115163,5
1009,115191,5
1010,115235,0
1011,115247,2
1012,115255,0
1013,115272,5
1014,115275,0
1015,115299,0
1016,115304,5
1017,115314,2
1018,115330,0
1019,115339,5
1020,115357,0
1021,115368,5
1022,115384,0
1023,115385,0
1024,115389,0
1025,115390,5
1026,115399,5
1027,115402,0
1028,115426,0
1029,115430,5
1030,115449,0
1031,115450,0
1032,115490,1
1033,115506,0
1034,115515,1
1035,115525,5
1036,115526,5
1037,115535,5
1038,115541,0
1039,115545,0
1040,115560,5
1041,115571,1
1042,115587,1
1043,115597,5
1044,115617,1
1045,115659,3
1046,115662,0
1047,115675,1
1048,115716,5
1049,115718,5
1050,115736,0
1051,115753,0
1052,115766,5
1053,115777,1
1054,115787,5
1055,115815,1
1056,115818,0
1057,115824,1
1058,115838,0
1059,115840,5
1060,115845,5
1061,115854,0
1062,115858,0
1063,115869,5
1064,115870,5
1065,115883,0
1066,115886,5
1067,115891,0
1068,115905,2
1069,115918,0
1070,115938,0
1071,115942,0
1072,115953,4
1073,116011,0
1074,116043,1
1075,116044,5
1076,116045,0
1077,116061,5
1078,116064,0
1079,116118,5
1080,116140,5
1081,116195,5
1082,116201,0
1083,116208,0
1084,116210,0
1085,116214,0
1086,116228,1
1087,116239,0
1088,116249,5
1089,116265,0
1090,116291,5
1091,116306,5
1092,116328,1
1093,116386,0
1094,116417,4
